  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Roger Revelle    	8/4/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	8/14/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	8/14/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	8/24/2011    	Port Darwin Australia   	Indian
Roger Revelle    	8/24/2011    	Port Darwin Australia   	Indian
Roger Revelle    	8/24/2011    	Port Darwin Australia   	Indian
Roger Revelle    	9/28/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	9/28/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	9/28/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	11/5/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	11/5/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	11/5/2011    	Phuket Thailand   	eq. Indian Oc.   	  	 
Roger Revelle    	12/13/2011    	Phuket Thailand   	Indian Ocean   	  	 
Roger Revelle    	12/13/2011    	Phuket Thailand   	Indian Ocean   	  	 
Roger Revelle    	12/13/2011    	Phuket Thailand   	Indian Ocean   	  	 
Roger Revelle    	12/13/2011    	Phuket Thailand   	Indian Ocean   	  	 
Roger Revelle    	1/8/2012    	Phuket Thailand   	Indian Ocean   	  	 
Roger Revelle    	2/15/2012    	Durban South Africa   	S IndianOcean
Roger Revelle    	3/26/2012    	Fremantle Australia   	  	  	 
Roger Revelle    	4/9/2012    	Fremantle Australia   	  	  	 
Roger Revelle    	4/22/2012    	Legazpi Port Philippines   	Lamon
Roger Revelle    	5/16/2012    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	5/22/2012    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	5/26/2012    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	6/12/2012    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	6/16/2012    	Da Nang Vietnam   	South China Sea   	  	 
Roger Revelle    	7/1/2012    	Da Nang Vietnam   	  	  	 
Roger Revelle    	7/1/2012    	Da Nang Vietnam   	  	  	 
Roger Revelle    	7/20/2012    	Apia Western Samoa   	Samoan Passage
Roger Revelle    	9/3/2012    	Apia Western Samoa   	Lau Basin   	  	 
Roger Revelle    	9/3/2012    	Apia Western Samoa   	Lau Basin   	  	 
Roger Revelle    	9/29/2012    	Apia Western Samoa   	  	  	 
Roger Revelle    	9/29/2012    	Apia Western Samoa   	  	  	 
Roger Revelle    	1/1/2013    	San Diego CA USA   	  	  	 
Roger Revelle    	1/21/2013    	San Diego CA USA   	  	  	 
Roger Revelle    	1/29/2013    	Anacortes WA USA   	  	  	 
Roger Revelle    	3/19/2013    	Anacortes WA USA   	  	  	 
Roger Revelle    	3/23/2013    	Anacortes WA USA   	  	  	 
Roger Revelle    	4/1/2013    	Anacortes WA USA   	  	  	 
Roger Revelle    	4/26/2013    	Kao-hsiung Taiwan   	luzon   	  	IN02  
Roger Revelle    	5/7/2013    	Kao-hsiung Taiwan   	Luzon   	  	IN02  
Roger Revelle    	5/18/2013    	Kao-hsiung Taiwan   	Luzon   	  	IN02  
Roger Revelle    	5/30/2013    	Kao-hsiung Taiwan   	Luzon   	  	IN02  
Roger Revelle    	6/12/2013    	Kao-hsiung Taiwan   	Subtr. Pacific   	  	 
Roger Revelle    	6/12/2013    	Kao-hsiung Taiwan   	Subtr. Pacific   	  	 
Roger Revelle    	6/29/2013    	Malakal Harbor Caroline Islands
Roger Revelle    	7/22/2013    	Apra Harbor Guam   	Tuvalu/Samoa   	 
Roger Revelle    	8/28/2013    	Suva Harbor Fiji Islands   	Western
Roger Revelle    	8/28/2013    	Suva Harbor Fiji Islands   	Western
Roger Revelle    	8/28/2013    	Suva Harbor Fiji Islands   	Western
Roger Revelle    	8/30/2013    	Pago Pago Harbor American Samoa  
Roger Revelle    	8/30/2013    	Pago Pago Harbor American Samoa  
Roger Revelle    	8/30/2013    	Pago Pago Harbor American Samoa  
Roger Revelle    	9/8/2013    	Lae Papua New Guinea   	Western
Roger Revelle    	9/8/2013    	Lae Papua New Guinea   	Western
Roger Revelle    	10/5/2013    	Manila Philippines   	  	  	 
Roger Revelle    	10/9/2013    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	10/21/2013    	Kao-hsiung Taiwan   	Western
Roger Revelle    	10/21/2013    	Kao-hsiung Taiwan   	Western
Roger Revelle    	11/10/2013    	Colombo Sri Lanka   	Bay of Bengal
Roger Revelle    	11/27/2013    	Colombo Sri Lanka   	Sri Lankan EEZ
Roger Revelle    	12/17/2013    	Colombo Sri Lanka   	Bay of Bengal
Roger Revelle    	12/28/2013    	Colombo Sri Lanka   	Mentawai
Roger Revelle    	12/28/2013    	Colombo Sri Lanka   	Mentawai
Roger Revelle    	12/28/2013    	Colombo Sri Lanka   	Mentawai
Roger Revelle    	12/28/2013    	Colombo Sri Lanka   	Mentawai
Roger Revelle    	1/24/2014    	Kao-hsiung Taiwan   	South China Sea
Roger Revelle    	2/22/2014    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	3/17/2014    	Kao-hsiung Taiwan   	Palau   	  	NP10  
Roger Revelle    	4/14/2014    	Malakal Harbor Caroline Islands
Roger Revelle    	4/19/2014    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	5/29/2014    	Chi-Lung Taiwan   	  	  	NP10  
Roger Revelle    	6/17/2014    	Chennai Tamil Nadu India   	Bay of
Roger Revelle    	6/29/2014    	Chennai Tamil Nadu India   	BoB   	 
Roger Revelle    	7/2/2014    	Trincomalee Harbor Sri Lanka   	BoB  
Roger Revelle    	7/14/2014    	Trincomalee Harbor Sri Lanka   	  	 
Roger Revelle    	8/7/2014    	  	  	  	SA02  
Roger Revelle    	9/4/2014    	  	  	  	NP10  
Roger Revelle    	9/10/2014    	Chi-Lung Taiwan   	  	  	NP10  
Roger Revelle    	10/21/2014    	Chi-Lung Taiwan   	  	  	NP10  
Roger Revelle    	10/29/2014    	Apra Harbor Guam   	Western Pacific
Roger Revelle    	10/29/2014    	Apra Harbor Guam   	Western Pacific
Roger Revelle    	11/29/2014    	Apra Harbor Guam   	NW Eifuku   	  	NP10  
Roger Revelle    	11/29/2014    	Apra Harbor Guam   	NW Eifuku   	  	NP10  
Roger Revelle    	11/29/2014    	Apra Harbor Guam   	NW Eifuku   	  	NP10  
Roger Revelle    	11/29/2014    	Apra Harbor Guam   	NW Eifuku   	  	NP10  
Roger Revelle    	12/23/2014    	Apra Harbor Guam   	  	  	NP10  
Roger Revelle    	12/23/2014    	Apra Harbor Guam   	transit   	  	NP10  
Roger Revelle    	1/9/2015    	Hobart Tasmania   	Tasman Sea   	  	SP04  
Roger Revelle    	2/6/2015    	Hobart Tasmania   	Tasman Sea   	  	SP04  
Roger Revelle    	2/28/2015    	Hobart Tasmania   	Tasman Sea   	  	SP04  
Roger Revelle    	3/13/2015    	Hobart Tasmania   	transit   	  	IN08  
Roger Revelle    	3/13/2015    	Hobart Tasmania   	transit   	  	IN08  
Roger Revelle    	3/20/2015    	Auckland New Zealand   	Auckland   	 
Roger Revelle    	3/27/2015    	Auckland New Zealand   	Havre
Roger Revelle    	3/27/2015    	Auckland New Zealand   	Havre
Roger Revelle    	4/21/2015    	Auckland New Zealand   	ELSC, Tonga
Roger Revelle    	5/19/2015    	Auckland New Zealand   	New Zealand
Roger Revelle    	6/20/2015    	Napier New Zealand   	  	  	SP04  
Roger Revelle    	7/1/2015    	Napier New Zealand   	In port   	  	SP04  
Roger Revelle    	7/8/2015    	Napier New Zealand   	Indian Ocean   	 
Roger Revelle    	8/4/2015    	Colombo Sri Lanka   	Bay of Bengal   	 
Roger Revelle    	8/4/2015    	Colombo Sri Lanka   	Bay of Bengal   	 
Roger Revelle    	8/17/2015    	Colombo Sri Lanka   	transit   	  	IN01  
Roger Revelle    	8/23/2015    	Chennai Tamil Nadu India   	Bay of
Roger Revelle    	9/22/2015    	Chennai Tamil Nadu India   	Transit
Roger Revelle    	10/12/2015    	Malakal Harbor Caroline Islands
Roger Revelle    	11/13/2015    	Malakal Harbor Caroline Islands
Roger Revelle    	11/19/2015    	Chi-Lung Taiwan   	Taiwan   	  	NP10  
